MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt,Latitude,Longtitude
1-01526-7501,895-R1,201 EAST 80 STREET,8,1,100,1926,194747,9000000,46.2,44199995,227,40.774925,-73.9554689
1-01527-7502,1886-R1,215 EAST 81 STREET,8,1,40,1974,28559,1050000,36.8,4890003,171,40.775478,-73.9501066
1-01564-7502,396-R1,401 EAST 84 STREET,8,1,88,1986,105768,4100000,38.8,20100010,190,40.7755553,-73.95594
1-01527-7501,172-R1,1441 3 AVENUE,8,1,61,1985,99039,3680000,37.2,17100000,173,40.77562,-73.956424
1-01510-7501,1698-R1,1438 3 AVENUE,8,1,94,1985,138096,5750000,41.6,28199992,204,40.77601,-73.9443896
1-01584-7501,1837-R1,170 EAST END AVENUE,8,1,96,2005,268404,10750000,40.1,52799998,197,40.7760661,-73.9606476
1-01491-7501,26-R1,900 PARK AVENUE,8,1,126,1973,199534,7500000,37.6,34899979,175,40.776181,-73.9473293
1-01566-7501,440-R1,455 EAST 86 STREET,8,1,142,1986,167332,6750000,40.3,33099998,198,40.7762531,-73.94886
1-01565-7501,942-R1,420 EAST 86 STREET,8,1,45,1935,51750,1500000,29,6990001,135,40.776367,-73.952223
1-01547-7501,1346-R1,1628 2 AVENUE,8,1,14,1915,7921,280000,35.3,1300000,164,40.776659,-73.961196
1-01492-7501,531-R1,45 EAST 80 STREET,8,1,50,1987,101117,3900000,38.6,19099997,189,40.777008,-73.9576478
1-01548-7502,2032-R1,305 EAST 85 STREET,8,1,59,2008,106286,3700000,34.8,17200167,162,40.7771413,-73.9517205
1-01512-7502,1824-R1,1474 3 AVENUE,8,1,33,1981,59931,2200000,36.7,10200002,170,40.7772478,-73.9509911
1-01493-7504,912-R1,944 PARK AVENUE,8,1,23,1929,52387,1850000,35.3,8620000,165,40.7773599,-73.9555402
1-01491-7502,35-R1,988 5 AVENUE,8,1,13,1926,50888,2100000,41.3,10300000,202,40.7774399,-73.9597003
1-01513-7501,318-R1,171 EAST 84 STREET,8,1,219,1987,285668,11200000,39.2,55000003,193,40.7778833,-73.9631254
1-01493-7501,51-R1,1080 MADISON AVENUE,8,1,32,1981,50384,1850000,36.7,8620000,171,40.7779148,-73.9550713
1-01550-7501,768-R1,360 EAST 88 STREET,8,1,163,1988,273330,10660000,39,52300001,191,40.7782204,-73.9611663
1-01532-7501,706-R1,225 EAST 86 STREET,8,1,60,1981,59228,2300000,38.8,11300000,191,40.7785458,-73.9611704
1-01513-7502,1308-R1,150 EAST 85 STREET,8,1,102,1986,82637,3350000,40.5,16399992,198,40.7785843,-73.9489538
1-01569-7502,605-R1,401 EAST 89 STREET,8,1,197,1963,163567,5000000,30.6,23299986,142,40.7787946,-73.9527091
1-01569-7501,117-R1,402 EAST 90 STREET,8,1,82,1910,109500,3600000,32.9,16799998,153,40.778968,-73.9558872
1-01514-7502,1918-R2,150 EAST 86 STREET,8,1,98,2007,294700,8380000,28.4,34700000,118,40.7790608,-73.9473849
1-01569-7503,1701-R1,400 EAST 90 STREET,8,1,128,1999,112798,4400000,39,21600026,191,40.7791831,-73.948773
1-01515-7503,842-R1,170 EAST 87 STREET,8,1,241,1991,343000,14070000,41,69100004,201,40.779489,-73.94708
1-01534-7502,1738-R1,237 EAST 88 STREET,8,1,19,1920,8600,390000,45.3,1910000,222,40.779555,-73.955106
1-01552-7501,322-R1,1724 2 AVENUE,8,1,26,1910,13796,500000,36.2,2330001,169,40.780043,-73.9472423
1-01496-7501,444-R1,30 EAST 85 STREET,8,1,92,1987,152249,6500000,42.7,31899987,210,40.7801475,-73.960385
1-01516-7501,422-R1,153 EAST 87 STREET,8,1,42,1928,50156,1775000,35.4,8270001,165,40.7801988,-73.9538479
1-01515-7502,782-R1,120 EAST 87 STREET,8,1,219,1981,346269,14500000,41.9,71199991,206,40.7802076,-73.951086
1-01552-7502,507-R1,1730 2 AVENUE,8,1,31,1987,25593,1025000,40.1,5029998,197,40.7802379,-73.9563152
1-01534-7501,404-R1,200 EAST 89 STREET,8,1,253,1987,235069,9200000,39.1,44199997,188,40.7804883,-73.94981
1-01515-7501,264-R1,108 EAST 87 STREET,8,1,65,1939,60335,2150000,35.6,10000000,166,40.7806052,-73.9596561
1-01498-7501,164-R1,55 EAST 86 STREET,8,1,46,1924,97767,3250000,33.2,15100007,154,40.7808483,-73.9546086
1-01497-7501,825-R1,1049 5 AVENUE,8,1,54,1928,140295,6050000,43.1,29700003,212,40.7811335,-73.9557811
1-01497-7501,825-R2,1049 5 AVENUE,8,1,12,1928,3812,164000,43,822999,216,40.7811335,-73.9497456
1-01517-7501,454-R1,111 EAST 88 STREET,8,1,59,1929,71863,2480000,34.5,11600000,161,40.7812139,-73.95234
1-01554-7501,2006-R1,1760 2 AVENUE,8,1,154,2000,181821,7750000,42.6,38799996,213,40.781339,-73.9561499
1-01536-7501,1277-R1,1601 3 AVENUE,8,1,1258,1975,1496819,55380000,37,258000011,172,40.7814058,-73.9556184
1-01519-7501,1358-R1,181 EAST 90 STREET,8,1,94,2003,199437,8500000,42.6,41700002,209,40.7816694,-73.9581756
1-01499-7501,343-R1,60 EAST 88 STREET,8,1,18,1986,60288,2400000,39.8,11800001,196,40.781706,-73.959955
1-01518-7501,170-R1,1354 LEXINGTON AVENUE,8,1,104,1962,88510,3100000,35,14400001,163,40.7818205,-73.959955
1-01555-7501,524-R1,1776 2 AVENUE,8,1,221,1987,220209,8590000,39,42200003,192,40.7819184,-73.9551418
1-01539-7501,234-R1,1801 2 AVENUE,8,1,290,1985,391767,14400000,36.8,67100017,171,40.7826685,-73.948859
1-01557-7501,483-R1,1838 2 AVENUE,8,1,18,1987,17550,650000,37,3030001,173,40.7833596,-73.9514806
1-01521-7501,742-R1,134 EAST 93 STREET,8,1,30,1989,43060,1775000,41.2,8710004,202,40.7839082,-73.9522293
1-01540-7502,1943-R1,212 EAST 95 STREET,8,1,23,2007,37488,1430000,38.1,7020005,187,40.783944,-73.9572922
1-01540-7501,1767-R1,206 EAST 95 STREET,8,1,43,1989,43065,1750000,40.6,8590003,199,40.784081,-73.9539107
1-01505-7501,28-R1,55 EAST 93 STREET,8,1,29,1980,23232,845000,36.4,3939996,170,40.785322,-73.9484132
1-01505-7502,100-R1,40 EAST 94 STREET,8,1,215,1984,299069,12550000,42,61599979,206,40.7855606,-73.9483638
1-01524-7501,526-R1,1235 PARK AVENUE,8,1,59,1928,95534,3250000,34,15099998,158,40.786184,-73.956886
1-01507-7501,232-R1,14 EAST 96 STREET,8,1,17,1985,25633,915000,35.7,4260002,166,40.787289,-73.9474116
1-01511-7501,522-R1,129 EAST 82 STREET,8,2,32,1916,48138,1600000,33.2,7450000,155,40.7771228,-73.9526021
1-01548-7501,585-R1,320 EAST 86 STREET,8,2,27,1925,16350,525000,32.1,2450000,150,40.7772283,-73.94907
1-01493-7503,180-R1,1082 MADISON AVENUE,8,2,17,1910,22751,835039,36.7,3890000,171,40.7780439,-73.949398
1-01495-7501,365-R1,1114 MADISON AVENUE,8,2,56,1938,83594,3300000,39.5,16200000,194,40.779214,-73.954848
1-01514-7501,611-R1,120 EAST 86 STREET,8,2,16,1920,15101,535000,35.4,2490000,165,40.7795808,-73.9546989
1-01516-7502,1260-R1,115 EAST 87 STREET,8,2,198,1972,295573,9500000,32.1,44300000,150,40.7806681,-73.9519411
1-01501-7501,810-R1,1239 MADISON AVENUE,8,2,251,1969,487413,13700000,28.1,56700000,116,40.783029,-73.9524625
1-01524-7502,929-R1,108 EAST 96 STREET,8,2,112,1985,104951,4000000,38.1,20100000,192,40.7860292,-73.954914
1-01602-7501,1167-R1,65 EAST 96 STREET,8,1,60,1924,108700,3900000,35.9,18199997,167,40.7870646,-73.9530817
1-01607-7501,1669-R1,1200 5 AVENUE,8,1,51,1928,120464,4430000,36.8,20599996,171,40.7912098,-73.9530128
1-01613-7501,267-R1,1255 5 AVENUE,8,1,59,1925,63284,1800000,28.4,7460003,118,40.7950776,-73.9502988
1-01614-7501,1285-R1,1630 MADISON AVENUE,8,1,11,2003,7742,200000,25.8,828001,107,40.7954254,-73.9483952
1-01128-7502,677-R1,40 WEST 76 STREET,9,0,13,1910,8625,293250,34,1370001,159,40.77942,-73.9815601
1-01129-7501,634-R1,53 WEST 76 STREET,9,0,13,1900,6641,239076,36,1110003,167,40.779931,-73.9849015
1-01149-7501,589-R1,105 WEST 77 STREET,9,0,28,1900,14940,493020,33,2299994,154,40.7809765,-73.9810253
1-01169-7501,876-R1,200 WEST 78 STREET,9,0,16,1920,9957,418194,42,2049998,206,40.7824071,-73.9833153
1-01113-7502,953-R1,1 CENTRAL PARK WEST,9,1,158,1960,415113,18264972,44,89700004,216,40.7690691,-73.9806629
1-01131-7501,1055-R1,2 COLUMBUS AVENUE,9,1,133,1998,239035,10039470,42,49299995,206,40.7695186,-73.9826253
1-01114-7503,1653-R1,15 CENTRAL PARK WEST,9,1,202,2005,730068,41613876,57,204000017,279,40.7697798,-73.9833032
1-01113-7501,62-R1,30 WEST 61 STREET,9,1,166,1982,202235,8898340,44,43699994,216,40.7700118,-73.987849
1-01115-7501,612-R1,25 CENTRAL PARK WEST,9,1,425,1932,598316,21539376,36,100000005,167,40.7702862,-73.9829202
1-01114-7502,941-R1,62 WEST 62 STREET,9,1,120,1987,146748,6163416,42,30300002,206,40.7704679,-73.9808126
1-01114-7501,184-R1,43 WEST 61 STREET,9,1,94,1930,125900,4532400,36,21100022,168,40.7704951,-73.9894047
1-01116-7502,2001-R1,15 WEST 63 STREET,9,1,53,1999,146262,6143004,42,30200005,206,40.7711722,-73.9858615
1-01151-7503,1835-R1,555 WEST 59 STREET,9,1,186,2007,259288,10890096,42,53500014,206,40.7714442,-73.9811807
1-01132-7501,492-R1,161 WEST 61 STREET,9,1,222,1988,269253,11308626,42,55499993,206,40.7715768,-73.9881474
1-01116-7501,125-R1,20 WEST 64 STREET,9,1,655,1970,806195,32247800,40,157999962,196,40.7715807,-73.9901145
1-01152-7501,1544-R1,225 WEST 60 STREET,9,1,80,2004,86299,3624558,42,17800015,206,40.7715975,-73.980008
1-01151-7502,1719-R1,10 WEST END AVENUE,9,1,172,2005,213067,8948814,42,43900021,206,40.7718637,-73.9889511
1-01117-7501,107-R1,8 WEST 65 STREET,9,1,11,1983,9335,345395,37,1609999,172,40.7719014,-73.9814275
1-01152-7502,1950-R1,243 WEST 60 STREET,9,1,40,2007,61344,2061000,33.6,9600000,156,40.7719713,-73.9809953
1-01117-7502,1303-R1,43 WEST 64 STREET,9,1,65,1911,87712,3508480,40,17199988,196,40.7720342,-73.9798608
1-01118-7501,241-R1,29 WEST 65 STREET,9,1,54,1939,40545,1216350,30,5669998,140,40.7726247,-73.9814381
1-01118-7502,913-R1,22 WEST 66 STREET,9,1,26,1986,58898,2473716,42,12099999,205,40.7727228,-73.9805813
1-01138-7501,921-R1,144 COLUMBUS AVENUE,9,1,143,1995,271808,11959552,44,58700004,216,40.7738337,-73.9841772
1-01120-7501,126-R1,45 WEST 67 STREET,9,1,175,1983,154328,5710136,37,26599995,172,40.7741539,-73.982594
1-01137-7501,760-R1,160 WEST 66 STREET,9,1,347,1989,442560,20357760,46,99900023,226,40.7742819,-73.9816591
1-01138-7502,966-R1,1965 BROADWAY,9,1,199,1997,320750,14113000,44,69299975,216,40.774544,-73.9901624
1-01139-7503,893-R1,1992 BROADWAY,9,1,281,1992,325921,14340524,44,70399967,216,40.7747833,-73.9826247
1-01171-7507,1992-R1,80 RIVERSIDE BOULEVARD,9,1,271,2006,572768,29783936,52,145999994,255,40.775166,-73.9814979
1-01139-7501,351-R1,1991 BROADWAY,9,1,75,1985,68609,2881578,42,14100003,206,40.7752635,-73.9825149
1-01140-7502,417-R1,2000 BROADWAY,9,1,161,1987,239435,10056270,42,49400003,206,40.7754857,-73.9896805
1-00849-7507,160-R1,2001 BROADWAY,9,1,680,1965,665236,24613732,37,114999959,173,40.775769,-73.9849784
1-01171-7505,1807-R1,100 RIVERSIDE BOULEVARD,9,1,266,2006,388033,17461485,45,85699979,221,40.7758327,-73.9800743
1-01141-7501,31-R1,210 COLUMBUS AVENUE,9,1,83,1903,95930,3165690,33,14699999,153,40.7759817,-73.986482
1-01171-7504,1463-R1,120 RIVERSIDE BOULEVARD,9,1,277,2004,263003,11835135,45,58100023,221,40.7764061,-73.98911
1-01125-7502,1607-R1,27 WEST 72 STREET,9,1,158,1924,239122,9564880,40,46999990,197,40.7766451,-73.9859964
1-01142-7501,81-R1,135 WEST 70 STREET,9,1,87,1926,119000,3570000,30,16600005,139,40.776925,-73.9768735
1-01142-7502,688-R1,155 WEST 70 STREET,9,1,122,1989,179380,7354580,41,36100005,201,40.7771239,-73.9771052
1-01125-7501,1201-R1,41 WEST 72 STREET,9,1,132,1928,139400,5297200,38,24700001,177,40.7773722,-73.9824853
1-01143-7504,579-R1,112 WEST 72 STREET,9,1,66,1905,46142,1384260,30,6450003,140,40.777399,-73.9845648
1-01143-7505,1827-R1,120 WEST 72 STREET,9,1,17,2007,45900,2157300,47,10599999,231,40.777563,-73.980942
1-01143-7502,431-R1,155 WEST 71 STREET,9,1,55,1940,43578,1438074,33,6699985,154,40.777697,-73.9815364
1-01144-7501,327-R1,105 WEST 72 STREET,9,1,34,1913,50284,1508520,30,7030001,140,40.7778459,-73.9868018
1-01158-7506,1803-R1,200 WEST END AVENUE,9,1,170,2006,223560,8405856,37.6,39200002,175,40.7780531,-73.9779493
1-01163-7501,231-R1,211 WEST 71 STREET,9,1,58,1986,58000,2320000,40,11399997,197,40.7783254,-73.9791976
1-01126-7502,763-R1,54 WEST 74 STREET,9,1,62,1900,57627,1728810,30,8050000,140,40.7784407,-73.97935
1-01163-7502,1989-R1,235 WEST 71 STREET,9,1,20,1912,47000,1200000,25.5,4969998,106,40.778678,-73.9867626
1-01171-7501,1058-R1,200 RIVERSIDE BOULEVARD,9,1,372,1997,512280,23052600,45,113000001,221,40.7789994,-73.9856377
1-01182-7501,547-R1,235 WEST END AVENUE,9,1,148,1930,152076,4714356,31,21999988,145,40.7790765,-73.9797162
1-01164-7501,731-R1,2081 BROADWAY,9,1,202,1991,265469,10618760,40,52100011,196,40.7792241,-73.980768
1-01171-7502,1262-R1,220 RIVERSIDE BOULEVARD,9,1,422,2000,602694,27121230,45,132999960,221,40.7797171,-73.979062
1-01165-7503,799-R1,2101 BROADWAY,9,1,465,1902,446600,12504800,28,51800007,116,40.7798704,-73.9853639
1-01165-7505,1674-R1,2112 BROADWAY,9,1,29,1928,132048,5149872,39,25300000,192,40.7799459,-73.9859292
1-01171-7503,1401-R1,240 RIVERSIDE BOULEVARD,9,1,167,2004,322204,14499180,45,71199970,221,40.7802609,-73.9825193
1-01165-7501,189-R1,253 WEST 73 STREET,9,1,159,1926,186929,5981728,32,27900027,149,40.780272,-73.9775875
1-01166-7501,344-R1,2120 BROADWAY,9,1,92,1922,54975,1759200,32,8190004,149,40.7802859,-73.983315
1-01168-7501,2048-R1,205 WEST 76 STREET,9,1,127,2007,219320,10966000,50,53799873,245,40.7816156,-73.9776635
1-01150-7502,159-R1,386 COLUMBUS AVENUE,9,1,23,1988,47376,1800288,38,8390000,177,40.7817225,-73.9879835
1-01184-7501,1631-R1,22 RIVERSIDE DRIVE,9,1,25,1931,45968,1287104,28,5330003,116,40.781819,-73.9852865
1-01150-7503,405-R1,130 WEST 79 STREET,9,1,93,1987,68225,2592550,38,12100007,177,40.782282,-73.9821934
1-01169-7502,2023-R1,230 WEST 78 STREET,9,1,34,2008,91271,3103214,34,14500000,159,40.782713,-73.976034
1-01150-7504,1415-R1,172 WEST 79 STREET,9,1,98,1930,135531,4472523,33,20799996,153,40.7828454,-73.9876508
1-01151-7501,759-R2,2 AMSTERDAM AVENUE,9,2,132,1991,92422,3881724,42,19100000,207,40.770777,-73.9820115
1-01115-7502,1219-R1,61 WEST 62 STREET,9,2,277,1981,276911,11630262,42,57100000,206,40.7710841,-73.976346
1-01158-7501,408-R1,160 WEST END AVENUE,9,2,508,1963,471630,13205640,28,54700000,116,40.7759439,-73.9812721
1-01158-7504,407-R1,140 WEST END AVENUE,9,2,561,1964,640079,17922212,28,74200000,116,40.776076,-73.9872004
1-01158-7503,414-R1,150 WEST END AVENUE,9,2,454,1963,452258,12663224,28,52500000,116,40.776538,-73.9828718
1-01124-7501,181-R1,34 WEST 72 STREET,9,2,142,1926,114510,3664320,32,17100000,149,40.7766851,-73.981117
1-01141-7502,601-R1,2021 BROADWAY,9,2,272,1977,218992,9197664,42,45200000,206,40.7767085,-73.979814
1-01158-7505,409-R1,170 WEST END AVENUE,9,2,484,1965,474360,13282080,28,55000000,116,40.7767224,-73.9767367
1-01179-7501,411-R1,165 WEST END AVENUE,9,2,403,1962,421100,11790800,28,48800000,116,40.7772928,-73.9811944
1-01143-7503,523-R1,100 WEST 72 STREET,9,2,35,1900,36236,1087080,30,5060000,140,40.7773747,-73.9802945
1-01179-7502,412-R1,185 WEST END AVENUE,9,2,432,1962,383760,10745280,28,44500000,116,40.7774436,-73.975889
1-01158-7502,410-R1,180 WEST END AVENUE,9,2,452,1965,493268,13811504,28,57200000,116,40.7774725,-73.984825
1-01179-7503,413-R1,205 WEST END AVENUE,9,2,543,1962,533710,14943880,28,61900000,116,40.778302,-73.976819
1-01146-7501,270-R1,306 COLUMBUS AVENUE,9,2,62,1952,70100,2103000,30,9800000,140,40.7789887,-73.9791424
1-01147-7501,823-R1,161 WEST 75 STREET,9,2,132,1925,181976,5459280,30,25400000,140,40.780544,-73.980015
1-01167-7501,650-R1,2138 BROADWAY,9,2,110,1924,107050,3318550,31,15500000,145,40.7810127,-73.9780645
1-01170-7501,627-R1,380 AMSTERDAM AVENUE,9,2,272,1975,226556,7929460,35,36900000,163,40.782934,-73.979011
1-01236-7503,2075-R1,211 WEST 88 STREET,9,0,15,1910,10789,323670,30,1549993,144,40.7894881,-73.9749776
1-01210-7501,204-R1,402 COLUMBUS AVENUE,9,1,147,1986,215942,9717390,45,47700009,221,40.7826692,-73.9748183
1-01210-7502,669-R1,186 WEST 80 STREET,9,1,91,1920,60653,2244161,37,10500001,173,40.7835554,-73.9776758
1-01197-7501,334-R1,20 WEST 84 STREET,9,1,37,1924,55226,1546328,28,6400001,116,40.7843122,-73.9715689
1-01228-7502,490-R1,219 WEST 80 STREET,9,1,28,1910,27772,833160,30,3880001,140,40.7845009,-73.974392
1-01228-7503,1487-R1,223 WEST 80 STREET,9,1,12,2004,21807,872280,40,4279997,196,40.784503,-73.9787766
1-01228-7501,508-R1,2250 BROADWAY,9,1,123,1987,132774,5576508,42,27399989,206,40.7846279,-73.9789114
1-01213-7503,512-R1,125 WEST 82 STREET,9,1,36,1912,35516,958932,27,3970002,112,40.784671,-73.9782718
1-01229-7501,261-R1,203 WEST 81 STREET,9,1,55,1920,80629,2096354,26,8679992,108,40.7847793,-73.975177
1-01229-7502,1872-R1,219 WEST 81 STREET,9,1,117,1912,176424,5469144,31,25499999,145,40.7851272,-73.977531
1-01244-7501,221-R1,303 WEST 80 STREET,9,1,24,1920,20118,663894,33,3089996,154,40.7852842,-73.9778528
1-01198-7502,909-R1,76 WEST 85 STREET,9,1,52,1900,39438,1340892,34,6250002,158,40.7854995,-73.9782096
1-01199-7502,481-R1,28 WEST 86 STREET,9,1,20,1910,28600,858000,30,4000000,140,40.785775,-73.9810647
1-01231-7501,386-R1,225 WEST 83 STREET,9,1,306,1985,369189,14767560,40,72500009,196,40.7863096,-73.972456
1-01216-7502,757-R1,110 WEST 86 STREET,9,1,79,1929,88916,2311816,26,9580005,108,40.7864384,-73.9709016
1-01202-7501,692-R1,279 CENTRAL PARK WEST,9,1,36,1988,115502,4851084,42,23799995,206,40.7868203,-73.9783743
1-01216-7503,1031-R1,160 WEST 86 STREET,9,1,38,1998,70430,2605910,37,12100001,172,40.787184,-73.9772584
1-01216-7501,391-R1,176 WEST 86 STREET,9,1,47,1986,27600,1021200,37,4759997,172,40.7874033,-73.9727231
1-01232-7502,1230-R1,500 WEST END AVENUE,9,1,89,1915,141562,4388422,31,20399994,144,40.787496,-73.9685273
1-01203-7502,1008-R1,291 CENTRAL PARK WEST,9,1,11,1960,19902,616962,31,2870000,144,40.7875969,-73.9797736
1-01233-7502,892-R1,255 WEST 85 STREET,9,1,57,1986,60115,2404600,40,11800006,196,40.788165,-73.974453
1-01203-7501,1000-R1,30 WEST 90 STREET,9,1,47,1927,39942,1118376,28,4629993,116,40.788253,-73.9749355
1-01233-7501,296-R1,530 WEST END AVENUE,9,1,45,1912,79554,2068404,26,8570001,108,40.788392,-73.977904
1-01219-7501,242-R1,100 WEST 89 STREET,9,1,108,1985,145070,6092940,42,29900000,206,40.7884204,-73.978234
1-01246-7501,78-R1,342 WEST 85 STREET,9,1,22,1910,28436,853080,30,3970004,140,40.7887512,-73.9679333
1-01220-7502,521-R1,103 WEST 89 STREET,9,1,13,1989,27389,1040782,38,4850002,177,40.7888189,-73.977452
1-01220-7503,618-R1,107 WEST 89 STREET,9,1,26,1989,54778,2081564,38,9699999,177,40.7888703,-73.969128
1-01220-7501,252-R1,127 WEST 89 STREET,9,1,47,1900,33570,1007100,30,4689990,140,40.7890457,-73.977717
1-01220-7504,774-R1,110 WEST 90 STREET,9,1,59,1990,60767,2309146,38,10800007,178,40.7891679,-73.9710821
1-01247-7501,740-R1,340 WEST 86 STREET,9,1,70,1950,90566,2445282,27,10099998,112,40.789378,-73.9801231
1-01236-7502,1814-R1,215 WEST 88 STREET,9,1,94,1915,171946,4814488,28,19900007,116,40.7894893,-73.971177
1-01235-7501,74-R1,250 WEST 88 STREET,9,1,60,1920,56306,1520262,27,6299998,112,40.7896779,-73.9765564
1-01206-7501,1257-R1,327 CENTRAL PARK WEST,9,1,85,1929,130259,3777511,29,17599993,135,40.789758,-73.9714498
1-01237-7501,285-R1,2421 BROADWAY,9,1,72,1920,147994,4143832,28,17200013,116,40.7904631,-73.9722019
1-01238-7503,1265-R1,203 WEST 90 STREET,9,1,84,1920,118026,3304728,28,13700000,116,40.7905988,-73.971359
1-01250-7504,1747-R1,595 WEST END AVENUE,9,1,54,1923,55190,1490130,27,6170001,112,40.7906996,-73.979844
1-01238-7501,1117-R1,215 WEST 90 STREET,9,1,93,1922,166559,5163329,31,24100009,145,40.7907273,-73.974483
1-01223-7503,1645-R1,100 WEST 93 STREET,9,1,279,1973,246842,7405260,30,34499995,140,40.7907755,-73.9749716
1-01237-7502,384-R1,250 WEST 90 STREET,9,1,157,1985,170760,7171920,42,35199993,206,40.7908259,-73.9760132
1-01223-7502,550-R1,124 WEST 93 STREET,9,1,53,1925,62389,1746892,28,7240000,116,40.7912234,-73.9665726
1-01223-7504,1984-R1,134 WEST 93 STREET,9,1,53,1925,55008,1485216,27,6150000,112,40.791237,-73.9756309
1-01209-7501,839-R1,353 CENTRAL PARK WEST,9,1,18,1991,53656,2038928,38,9500002,177,40.7912672,-73.9753083
1-01250-7503,1692-R1,317 WEST 89 STREET,9,1,24,1920,60480,1693440,28,7009993,116,40.7912895,-73.9733796
1-01239-7501,732-R1,640 WEST END AVENUE,9,1,37,1913,59951,1678628,28,6950002,116,40.7920376,-73.9768324
1-01239-7502,1089-R1,650 WEST END AVENUE,9,1,47,1916,92402,2587256,28,10700005,116,40.7923315,-73.9738704
1-01240-7502,1727-R1,220 WEST 93 STREET,9,1,58,1926,116997,3275916,28,13600004,116,40.792443,-73.9696666
1-01240-7501,387-R1,255 WEST 92 STREET,9,1,15,1900,15815,506080,32,2360001,149,40.792664,-73.9749494
1-01251-7501,1129-R1,190 RIVERSIDE DRIVE,9,1,51,1911,78380,2508160,32,11700002,149,40.792786,-73.9699362
1-01241-7501,200-R1,257 WEST 93 STREET,9,1,15,1930,16506,528192,32,2459998,149,40.7931324,-73.970265
1-01243-7501,415-R1,215 WEST 95 STREET,9,1,212,1986,145085,6093570,42,29900007,206,40.7938919,-73.9652606
1-01252-7501,149-R1,314 WEST 94 STREET,9,1,32,1920,32750,917000,28,3800000,116,40.7943893,-73.977247
1-01253-7502,647-R1,222 RIVERSIDE DRIVE,9,1,104,1989,167752,7045584,42,34600000,206,40.794903,-73.9716667
1-01253-7501,533-R1,317 WEST 95 STREET,9,1,30,1902,32905,921340,28,3820004,116,40.795315,-73.9750468
1-01253-7503,1608-R1,230 RIVERSIDE DRIVE,9,1,261,1931,208241,5414266,26,22399940,108,40.7955061,-73.9749641
1-01212-7501,36-R1,101 WEST 81 STREET,9,2,134,1900,148751,4611281,31,21500000,145,40.7835147,-73.972928
1-01213-7504,722-R1,107 WEST 82 STREET,9,2,59,1900,48846,1660764,34,7740000,158,40.7843776,-73.97414
1-01229-7503,2016-R1,442 AMSTERDAM AVENUE,9,2,12,1920,8594,283602,33,1320000,154,40.78475,-73.976626
1-01230-7501,590-R1,2280 BROADWAY,9,2,97,1923,155319,4348932,28,18000000,116,40.7858512,-73.9739276
1-01245-7501,29-R1,309 WEST 83 STREET,9,2,17,1920,25216,832128,33,3880000,154,40.7871544,-73.9717149
1-01232-7501,616-R1,255 WEST 84 STREET,9,2,76,1915,147022,4116616,28,17100000,116,40.787414,-73.9755163
1-01234-7501,600-R1,2373 BROADWAY,9,2,354,1987,412000,16480000,40,80900000,196,40.7888558,-73.975785
1-01236-7501,428-R1,250 WEST 89 STREET,9,2,142,1986,134054,5630268,42,27600000,206,40.7902672,-73.974771
1-01223-7501,357-R1,661 AMSTERDAM AVENUE,9,2,93,1930,100964,2826992,28,11700000,116,40.791748,-73.9754149
1-01868-7501,93-R1,275 WEST 96 STREET,9,1,302,1983,358000,10200000,28.5,42199971,118,40.795181,-73.9722589
1-01869-7501,516-R1,2576 BROADWAY,9,1,56,1901,80242,2300000,28.7,9530000,119,40.7953656,-73.9706137
1-01887-7501,1703-R1,306 WEST 97 STREET,9,1,61,1920,90386,1450000,16.04,4899993,54,40.795959,-73.970419
1-01869-7503,1855-R1,240 WEST 98 STREET,9,1,166,1923,267321,5600000,20.95,23199997,87,40.7959868,-73.973428
1-01870-7501,353-R1,243 WEST 98 STREET,9,1,31,1920,49780,1400000,28.1,5800001,117,40.7962402,-73.9714832
1-01870-7503,1161-R1,251 WEST 98 STREET,9,1,32,1912,32752,950000,29,4430001,135,40.7962971,-73.971203
1-01869-7502,708-R1,780 WEST END AVENUE,9,1,61,1914,97950,2375000,24.25,9840000,100,40.7963072,-73.9714669
1-01871-7502,1786-R1,2628 BROADWAY,9,1,64,2005,132905,5200000,39.1,24200006,182,40.7967865,-73.9722015
1-01871-7501,1753-R1,245 WEST 99 STREET,9,1,68,2006,152422,4415000,29,43700003,287,40.7969788,-73.9696787
1-01888-7503,1773-R1,817 WEST END AVENUE,9,1,76,1920,116255,1750000,15.05,5920000,51,40.7977384,-73.9709092
1-01888-7502,1981-R1,314 WEST 100 STREET,9,1,33,1940,45120,1200000,26.6,4970004,110,40.798079,-73.9716343
1-01889-7501,872-R1,825 WEST END AVENUE,9,1,106,1928,195971,5000000,25.5,20700001,106,40.7980799,-73.9723423
1-01888-7501,315-R1,318 WEST 100 STREET,9,1,32,1910,39500,750000,18.99,2799998,71,40.7982077,-73.9714145
